2022-04-21 05:02:13,063 INFO    MainThread:2308671 [wandb_init.py:_log_setup():293] Logging user logs to output/query_baseline/wandb/run-20220421_050213-19hm23fo/logs/debug.log
2022-04-21 05:02:13,064 INFO    MainThread:2308671 [wandb_init.py:_log_setup():294] Logging internal logs to output/query_baseline/wandb/run-20220421_050213-19hm23fo/logs/debug-internal.log
2022-04-21 05:02:13,064 INFO    MainThread:2308671 [wandb_setup.py:_flush():69] setting env: {}
2022-04-21 05:02:13,064 INFO    MainThread:2308671 [wandb_setup.py:_flush():69] setting user settings: {'email': 'Gaobf@bupt.edu.cn'}
2022-04-21 05:02:13,064 INFO    MainThread:2308671 [wandb_setup.py:_flush():69] multiprocessing start_methods=fork,spawn,forkserver
2022-04-21 05:02:19,802 INFO    MainThread:2308671 [wandb_run.py:_console_start():1290] atexit reg
2022-04-21 05:02:19,805 INFO    MainThread:2308671 [wandb_run.py:_redirect():1160] redirect: SettingsConsole.REDIRECT
2022-04-21 05:02:19,806 INFO    MainThread:2308671 [wandb_run.py:_redirect():1163] Redirecting console.
2022-04-21 05:02:19,806 INFO    MainThread:2308671 [redirect.py:install():196] install start
2022-04-21 05:02:19,806 INFO    MainThread:2308671 [redirect.py:install():211] install stop
2022-04-21 05:02:19,806 INFO    MainThread:2308671 [redirect.py:install():196] install start
2022-04-21 05:02:19,807 INFO    MainThread:2308671 [redirect.py:install():211] install stop
2022-04-21 05:02:19,807 INFO    MainThread:2308671 [wandb_run.py:_redirect():1207] Redirects installed.
